MapSplice_Breakpoint	Annotation
140-16151	low_frequency_deletion
280-16160	low_frequency_deletion
520-14558	low_frequency_deletion
166-16053	low_frequency_deletion
167-16071	low_frequency_deletion
3570-14593	low_frequency_deletion
560-14422	low_frequency_deletion
1093-13891	low_frequency_deletion
756-15548	low_frequency_deletion
299-16073	low_frequency_deletion
144-16053	low_frequency_deletion
965-13786	low_frequency_deletion
8476-15545	low_frequency_deletion
6416-14182	low_frequency_deletion
167-16070	low_frequency_deletion
5264-15887	low_frequency_deletion
895-13807	low_frequency_deletion
526-13939	low_frequency_deletion
6041-15368	low_frequency_deletion
1494-15740	low_frequency_deletion
1949-14561	low_frequency_deletion
3271-16076	low_frequency_deletion
7406-14817	low_frequency_deletion
309-16072	low_frequency_deletion
3264-16071	low_frequency_deletion
6482-15440	low_frequency_deletion
144-15026	low_frequency_deletion
3260-16069	low_frequency_deletion
6005-14669	low_frequency_deletion
117-16061	low_frequency_deletion
6276-13634	low_frequency_deletion
682-15996	low_frequency_deletion
8624-13886	low_frequency_deletion
308-14807	low_frequency_deletion
591-11725	low_frequency_deletion
5890-15790	low_frequency_deletion
6048-15498	low_frequency_deletion
10951-15372	low_frequency_deletion
6356-14187	low_frequency_deletion
6545-13584	low_frequency_deletion
144-14120	low_frequency_deletion
483-15548	low_frequency_deletion
3597-12412	low_frequency_deletion
7650-13188	low_frequency_deletion
3502-14568	low_frequency_deletion
144-14867	low_frequency_deletion
8684-14771	low_frequency_deletion
9030-14055	low_frequency_deletion
8467-14566	low_frequency_deletion
6291-13584	low_frequency_deletion
1099-13999	low_frequency_deletion
370-15403	low_frequency_deletion
13704-15538	low_frequency_deletion
1105-13530	low_frequency_deletion
7736-13855	low_frequency_deletion
9226-14150	low_frequency_deletion
5348-14377	low_frequency_deletion
5237-13999	low_frequency_deletion
5336-10279	low_frequency_deletion
5453-15293	low_frequency_deletion
344-10308	low_frequency_deletion
475-13855	low_frequency_deletion
7941-15335	low_frequency_deletion
3470-14529	low_frequency_deletion
14412-15491	low_frequency_deletion
8467-14529	low_frequency_deletion
9278-15491	low_frequency_deletion
8467-14338	low_frequency_deletion
9313-15403	low_frequency_deletion
403-15286	low_frequency_deletion
9296-13855	low_frequency_deletion
10599-15517	low_frequency_deletion
7708-10924	low_frequency_deletion
1714-13449	low_frequency_deletion
5348-14205	low_frequency_deletion
3031-14324	low_frequency_deletion
5368-14329	low_frequency_deletion
3570-15335	low_frequency_deletion
11145-14815	low_frequency_deletion
5327-14276	low_frequency_deletion
7966-14351	low_frequency_deletion
5381-14529	low_frequency_deletion
6545-11957	low_frequency_deletion
1698-13653	low_frequency_deletion
2340-14004	low_frequency_deletion
5368-12402	low_frequency_deletion
6982-15124	low_frequency_deletion
8926-13306	low_frequency_deletion
3789-14150	low_frequency_deletion
8624-13059	low_frequency_deletion
9922-16083	low_frequency_deletion
3321-14055	low_frequency_deletion
5294-14341	low_frequency_deletion
2325-14529	low_frequency_deletion
309-15382	low_frequency_deletion
3533-11146	low_frequency_deletion
6545-12549	low_frequency_deletion
7905-13693	low_frequency_deletion
5481-13855	low_frequency_deletion
5103-15191	low_frequency_deletion
8475-14039	low_frequency_deletion
5481-11045	low_frequency_deletion
2275-12080	low_frequency_deletion
1764-14621	low_frequency_deletion
3502-15382	low_frequency_deletion
1677-9244	low_frequency_deletion
5348-11882	low_frequency_deletion
4874-13978	low_frequency_deletion
3570-15491	low_frequency_deletion
3597-13301	low_frequency_deletion
1155-15509	low_frequency_deletion
6545-13449	low_frequency_deletion
9838-13443	low_frequency_deletion
4014-14558	low_frequency_deletion
3321-13978	low_frequency_deletion
9469-14024	low_frequency_deletion
1677-14407	low_frequency_deletion
1611-15469	low_frequency_deletion
5336-15286	low_frequency_deletion
4167-8625	low_frequency_deletion
7749-14556	low_frequency_deletion
6537-13634	low_frequency_deletion
264-16115	low_frequency_deletion
5368-16151	low_frequency_deletion
271-16151	low_frequency_deletion
870-14774	low_frequency_deletion
146-16075	low_frequency_deletion
190-16068	low_frequency_deletion
714-13773	low_frequency_deletion
6475-14884	low_frequency_deletion
3782-16072	low_frequency_deletion
1713-15511	low_frequency_deletion
4167-15913	low_frequency_deletion
3260-16072	low_frequency_deletion
150-16080	low_frequency_deletion
6414-14583	low_frequency_deletion
6476-13777	low_frequency_deletion
6500-13801	low_frequency_deletion
7996-13999	low_frequency_deletion
792-11858	low_frequency_deletion
1932-14745	low_frequency_deletion
7125-14048	low_frequency_deletion
7798-15206	low_frequency_deletion
144-16105	low_frequency_deletion
3271-16069	low_frequency_deletion
2222-10627	low_frequency_deletion
3260-12300	low_frequency_deletion
458-13584	low_frequency_deletion
483-11995	low_frequency_deletion
7199-14807	low_frequency_deletion
9189-13792	low_frequency_deletion
7414-15583	low_frequency_deletion
140-13978	low_frequency_deletion
7941-15826	low_frequency_deletion
14528-14807	low_frequency_deletion
6291-13449	low_frequency_deletion
6219-14098	low_frequency_deletion
6545-15740	low_frequency_deletion
6219-15382	low_frequency_deletion
10164-16072	low_frequency_deletion
2761-13792	low_frequency_deletion
140-14529	low_frequency_deletion
6556-14341	low_frequency_deletion
3609-15740	low_frequency_deletion
309-16071	low_frequency_deletion
7650-14055	low_frequency_deletion
127-11463	low_frequency_deletion
5817-14884	low_frequency_deletion
4836-14419	low_frequency_deletion
1127-13909	low_frequency_deletion
4382-13683	low_frequency_deletion
5960-13792	low_frequency_deletion
7807-14413	low_frequency_deletion
725-14055	low_frequency_deletion
2224-12977	low_frequency_deletion
5177-11339	low_frequency_deletion
591-14771	low_frequency_deletion
9289-15335	low_frequency_deletion
8263-15981	low_frequency_deletion
5359-14130	low_frequency_deletion
3725-12558	low_frequency_deletion
9344-13999	low_frequency_deletion
9081-14212	low_frequency_deletion
14054-14341	low_frequency_deletion
2224-12492	low_frequency_deletion
1764-15089	low_frequency_deletion
5167-14253	low_frequency_deletion
11532-14529	low_frequency_deletion
4065-15491	low_frequency_deletion
3486-13792	low_frequency_deletion
6545-14329	low_frequency_deletion
10751-14643	low_frequency_deletion
5336-14130	low_frequency_deletion
10968-13855	low_frequency_deletion
458-14377	low_frequency_deletion
1233-16080	low_frequency_deletion
13845-15740	low_frequency_deletion
9514-14377	low_frequency_deletion
7115-12745	low_frequency_deletion
166-15486	low_frequency_deletion
4028-13449	low_frequency_deletion
6219-13978	low_frequency_deletion
1832-14413	low_frequency_deletion
5348-15410	low_frequency_deletion
5399-15684	low_frequency_deletion
665-14004	low_frequency_deletion
2254-15403	low_frequency_deletion
13121-15403	low_frequency_deletion
3819-14568	low_frequency_deletion
480-13855	low_frequency_deletion
8471-12399	low_frequency_deletion
5348-10846	low_frequency_deletion
2414-14390	low_frequency_deletion
3486-13519	low_frequency_deletion
7030-15403	low_frequency_deletion
8684-10308	low_frequency_deletion
1677-13855	low_frequency_deletion
1677-13306	low_frequency_deletion
10613-14413	low_frequency_deletion
10768-13999	low_frequency_deletion
1714-15527	low_frequency_deletion
8440-12023	low_frequency_deletion
6239-13081	low_frequency_deletion
4407-13634	low_frequency_deletion
13583-14990	low_frequency_deletion
5462-14558	low_frequency_deletion
4382-14055	low_frequency_deletion
3603-10752	low_frequency_deletion
8817-10850	low_frequency_deletion
5368-13027	low_frequency_deletion
1714-13864	low_frequency_deletion
5336-14792	low_frequency_deletion
3538-14909	low_frequency_deletion
3819-15382	low_frequency_deletion
5106-13935	low_frequency_deletion
2224-14638	low_frequency_deletion
4055-15382	low_frequency_deletion
3768-11961	low_frequency_deletion
4220-14377	low_frequency_deletion
308-14395	low_frequency_deletion
5153-15548	low_frequency_deletion
3186-13846	low_frequency_deletion
9289-14807	low_frequency_deletion
8467-14218	low_frequency_deletion
231-15953	low_frequency_deletion
828-11882	low_frequency_deletion
5444-13436	low_frequency_deletion
5336-12369	low_frequency_deletion
4632-11103	low_frequency_deletion
6820-13449	low_frequency_deletion
10319-15135	low_frequency_deletion
10745-14150	low_frequency_deletion
144-16148	low_frequency_deletion
9426-16151	low_frequency_deletion
107-16131	low_frequency_deletion
186-16069	low_frequency_deletion
571-15541	low_frequency_deletion
464-16075	low_frequency_deletion
2334-16073	low_frequency_deletion
299-16071	low_frequency_deletion
469-14131	low_frequency_deletion
560-14285	low_frequency_deletion
190-16071	low_frequency_deletion
1840-14774	low_frequency_deletion
458-16072	low_frequency_deletion
190-16056	low_frequency_deletion
145-15201	low_frequency_deletion
299-16072	low_frequency_deletion
632-12015	low_frequency_deletion
145-15660	low_frequency_deletion
497-14813	low_frequency_deletion
172-16071	low_frequency_deletion
561-14634	low_frequency_deletion
1233-15330	low_frequency_deletion
6174-16072	low_frequency_deletion
144-16068	low_frequency_deletion
190-11957	low_frequency_deletion
3263-16067	low_frequency_deletion
6084-13808	low_frequency_deletion
513-15507	low_frequency_deletion
4022-15548	low_frequency_deletion
553-14277	low_frequency_deletion
2819-16072	low_frequency_deletion
5457-14652	low_frequency_deletion
3272-16079	low_frequency_deletion
3588-16072	low_frequency_deletion
248-16071	low_frequency_deletion
155-14130	low_frequency_deletion
113-16053	low_frequency_deletion
450-13750	low_frequency_deletion
3468-14909	low_frequency_deletion
502-10201	low_frequency_deletion
463-16073	low_frequency_deletion
3273-16069	low_frequency_deletion
3263-16035	low_frequency_deletion
3272-13923	low_frequency_deletion
4245-13779	low_frequency_deletion
5330-16080	low_frequency_deletion
3264-16072	low_frequency_deletion
447-13893	low_frequency_deletion
5656-14695	low_frequency_deletion
307-15372	low_frequency_deletion
7414-15548	low_frequency_deletion
3603-13792	low_frequency_deletion
1241-15410	low_frequency_deletion
7852-15048	low_frequency_deletion
298-14626	low_frequency_deletion
1241-15335	low_frequency_deletion
9296-14529	low_frequency_deletion
3588-14566	low_frequency_deletion
3819-13436	low_frequency_deletion
3725-16083	low_frequency_deletion
450-14150	low_frequency_deletion
308-13449	low_frequency_deletion
1105-13693	low_frequency_deletion
10672-14807	low_frequency_deletion
7199-14529	low_frequency_deletion
9645-14563	low_frequency_deletion
1698-9427	low_frequency_deletion
7414-14825	low_frequency_deletion
7807-15293	low_frequency_deletion
3609-13846	low_frequency_deletion
11226-15382	low_frequency_deletion
1714-14276	low_frequency_deletion
2385-14760	low_frequency_deletion
9042-14067	low_frequency_deletion
5177-13855	low_frequency_deletion
4055-14377	low_frequency_deletion
5336-14419	low_frequency_deletion
11325-15517	low_frequency_deletion
2793-14004	low_frequency_deletion
5817-14377	low_frequency_deletion
3454-10804	low_frequency_deletion
5014-13846	low_frequency_deletion
6142-14004	low_frequency_deletion
5381-14338	low_frequency_deletion
11857-15754	low_frequency_deletion
4028-15368	low_frequency_deletion
10745-13978	low_frequency_deletion
5348-14990	low_frequency_deletion
8684-14067	low_frequency_deletion
9332-14067	low_frequency_deletion
1241-12026	low_frequency_deletion
1241-14055	low_frequency_deletion
8684-8776	low_frequency_deletion
4167-11513	low_frequency_deletion
5167-12532	low_frequency_deletion
1692-11134	low_frequency_deletion
1714-12745	low_frequency_deletion
4060-11305	low_frequency_deletion
1845-11978	low_frequency_deletion
4498-14067	low_frequency_deletion
5167-11250	low_frequency_deletion
3775-11826	low_frequency_deletion
1832-14584	low_frequency_deletion
3538-7873	low_frequency_deletion
5219-13792	low_frequency_deletion
9146-14529	low_frequency_deletion
1241-12402	low_frequency_deletion
4167-12465	low_frequency_deletion
3756-14218	low_frequency_deletion
1105-14643	low_frequency_deletion
1677-11526	low_frequency_deletion
9042-13089	low_frequency_deletion
4167-13306	low_frequency_deletion
9030-14951	low_frequency_deletion
9640-15403	low_frequency_deletion
7126-14643	low_frequency_deletion
9426-15335	low_frequency_deletion
3533-9641	low_frequency_deletion
5348-10969	low_frequency_deletion
4259-15681	low_frequency_deletion
5344-9095	low_frequency_deletion
4106-11858	low_frequency_deletion
2224-13306	low_frequency_deletion
6545-15527	low_frequency_deletion
3570-14363	low_frequency_deletion
11857-14390	low_frequency_deletion
2513-15403	low_frequency_deletion
419-13750	low_frequency_deletion
9289-15469	low_frequency_deletion
627-9417	low_frequency_deletion
3819-8352	low_frequency_deletion
2948-12745	low_frequency_deletion
7951-13779	low_frequency_deletion
2793-13978	low_frequency_deletion
9289-13999	low_frequency_deletion
4158-14341	low_frequency_deletion
1105-14377	low_frequency_deletion
10754-14377	low_frequency_deletion
1524-15475	low_frequency_deletion
2251-15740	low_frequency_deletion
7189-15477	low_frequency_deletion
3609-14807	low_frequency_deletion
3538-13659	low_frequency_deletion
2067-10545	low_frequency_deletion
5336-10545	low_frequency_deletion
9189-14643	low_frequency_deletion
4106-13860	low_frequency_deletion
2776-10852	low_frequency_deletion
5348-10980	low_frequency_deletion
8684-13846	low_frequency_deletion
2578-13999	low_frequency_deletion
3597-14529	low_frequency_deletion
7801-15224	low_frequency_deletion
5341-15403	low_frequency_deletion
3741-15705	low_frequency_deletion
2224-12549	low_frequency_deletion
308-8625	low_frequency_deletion
12103-14067	low_frequency_deletion
1105-14401	low_frequency_deletion
1714-10904	low_frequency_deletion
4598-13999	low_frequency_deletion
5210-14055	low_frequency_deletion
9081-14150	low_frequency_deletion
3588-14422	low_frequency_deletion
6219-13792	low_frequency_deletion
852-14329	low_frequency_deletion
4885-14055	low_frequency_deletion
8926-15403	low_frequency_deletion
5481-11067	low_frequency_deletion
5348-11820	low_frequency_deletion
1247-13792	low_frequency_deletion
3603-14150	low_frequency_deletion
1233-14825	low_frequency_deletion
2209-14067	low_frequency_deletion
3629-11639	low_frequency_deletion
8787-13449	low_frequency_deletion
6820-14055	low_frequency_deletion
3819-14419	low_frequency_deletion
6545-14341	low_frequency_deletion
1677-14150	low_frequency_deletion
3597-13449	low_frequency_deletion
3533-15509	low_frequency_deletion
591-14669	low_frequency_deletion
5134-16105	low_frequency_deletion
1524-14024	low_frequency_deletion
8634-13516	low_frequency_deletion
676-14024	low_frequency_deletion
5123-14067	low_frequency_deletion
5368-14377	low_frequency_deletion
127-16134	low_frequency_deletion
166-16134	low_frequency_deletion
381-16112	low_frequency_deletion
1922-16115	low_frequency_deletion
8467-16151	low_frequency_deletion
7867-16129	low_frequency_deletion
1243-15340	low_frequency_deletion
190-16053	low_frequency_deletion
168-16067	low_frequency_deletion
464-16072	low_frequency_deletion
152-16072	low_frequency_deletion
526-14566	low_frequency_deletion
518-14558	low_frequency_deletion
146-16068	low_frequency_deletion
248-16068	low_frequency_deletion
516-14368	low_frequency_deletion
544-15541	low_frequency_deletion
145-14811	low_frequency_deletion
1907-16079	low_frequency_deletion
